,tweet,still_exists,in_english,sarcasm,additional_comments,antisemitism_rating,disagree_with,sentiment_rating,calling_out,is_about_the_holocaust,ihra_section
123,"If you think anti-Zionism is anti-Semitic, congratulations, YOU are the anti-Semite. Not all Jews support Israel’s occupation of Palestine, which is what you are suggesting when you conflate anti-Zionism with anti-Semitism. Many Jews—including Bernie—support Palestine liberation.",True,True,False,No comments.,4,False,3,False,False,7
124,"The history of trying to silence  the unorthodox, non-orthodox Jews is a long one, which is why the torrent of abuse thrown at me here feels like an old script people found in a cupboard. My mother wore shorts and sang ‘Bandiera rossa va triomphera’. Imagine how that went down. https://t.co/EHv6L2rSZH",True,True,False,No comments.,2,False,4,True,False,13
125,"@Liz_Cheney @SpeakerPelosi @LeaderHoyer Please don't use Jews as political pawns, thanks. You're taking her comments out of context and it makes you look like an asshole",True,True,False,No comments.,2,False,4,True,False,13
126,"IHRA definition of antisemitism: “Accusing Jews as a people of being responsible for real or imagined wrongdoing committed by a single Jewish person or group, or even for acts committed by non-Jews.” https://t.co/EB9BaFX3VM",True,True,False,No comments.,1,False,4,True,False,13
127,Media Matters \n\n- Their CEO is a Nazi who hates Jews and their “Jew bags of gold.” \n\nSPLC \n\n- Their founder is suspected sexual predator. \n\nNot a good week for the far left!,True,True,False,Cernovich is a far-right figure.,3,False,4,True,False,13
128,Remember when Hitler pushed nazi propoganda about jews 'infesting' the German population &amp; even made films about it? Man oh man wouldn't it be crazy for someone to fake something like that in order to inspire fear and anger? https://t.co/cNRxfMtIDd,True,True,False,No comments.,1,False,4,False,False,13
129,I am a MUSLIM.\nChristians kill me in Iraq.\nBuddhist kill me in Burma.\nJews kill me in Palestine.\nHindus  kill me in Kashmir.\nAtheist kills me in New Zealand.\nBut still I am a Terrorist. https://t.co/BeTnkPy7Cj,True,True,False,3.1.7 is also applicable.,4,False,3,False,False,8
130,A Look at the Jews Living Amongst Jerusalem https://t.co/TZNygQ4JOK,True,True,False,No comments.,1,False,4,False,False,13
131,"\Given that last weekend Jews in the US were murdered in an attack on a synagogue, we have to wonder what it will take before this is taken seriously.”\n3/4",True,True,False,No comments.,1,False,4,True,False,13
132,Andrew thinks Jews control Tony Blair. https://t.co/oxOldEBizO,True,True,False,No comments.,1,False,4,True,False,13
133,"The Messiah comes to end the civilization of the Jews, the wicked ones.  There are plenty of good Jews.-#NOISundays",True,True,False,No comments.,5,False,1,False,False,9
134,"Makes sense when you know that she’s speaking of Torah Jews. There are two kinds of Jews. Zionists who follow the Talmud and call themselves Jews but are responsible for untold atrocities throughout history, or Torah Jews, who’re usually the recipients of hatred from the former. https://t.co/RCTPdN56a8",True,True,False,No comments.,5,False,1,False,False,9
135,"Hi @realDonaldTrump- \n\nYou have trafficked in hate your whole life—against Jews, Muslims, Indigenous, immigrants, black people and more. I learned from people impacted by my words. When will you? https://t.co/EqqTyjkiNE",True,True,False,Ilhan Omar has been accused of antisemitic comments herself.,2,False,3,True,False,13
136,Trump is right. Democrats ally with anti-semitic Supremacist for POWER. American Jews need wake up from lying Media. 1400yrs invasions is NOT peace. Jews were first victims. Lib Media lie to everyone even after 9-11 \nSupremacist want silence Patriots cause they have a lot to hide https://t.co/Hi5ejeGG73,True,True,False,No comments.,2,False,4,True,False,13
137,"@NudderingNudnik Every vote for Corbyn's Labour validates and encourages the hatred of Jews. Whether u mean it to or not. Whether your MP/MEP is a decent person from the so-called 'Blairite wing', or not. Israel is just the latest excuse; if it didn't exist, some other excuse would be found.",True,True,False,No comments.,2,False,4,True,False,13
138,"The “Religion of Peace” calls for the eradication of all Jews and Christians 
Wake up America #lilbulli ❤️🇺🇸https://t.co/NIcVhS3LbF",True,True,False,No comments.,2,False,4,True,False,13
139,"So, Iran. We're not sure how to interpret this billboard other than you want all us Jews to drown in the sea. Is this all part of your corporate rebranding for the woke strategy?\nhttps://t.co/kVD4WFJUQb",True,True,True,No comments.,1,False,4,True,False,13
140,"I’m trying to organize a massive “Jews for Concealed Carry” demonstration in NY

If you would be interested in participating, DM me",True,True,False,No comments.,2,False,4,False,False,13
141,"New Democratic Party\n\nRashida Tlaib is a member of the the group “Palestinian American Congress” where members demonize Jews &amp; the group’s founder, described Jews as “SATANIC”\n\nRashida proudly poses w/ CAIR's co-founder Nihad Awad who openly supports HAMAS\nhttps://t.co/72NJl9Om20 https://t.co/9hGQBgLdDl",True,True,False,No comments.,2,False,4,True,False,13
142,Great comp. a witness pointed out the President’s sons name and it got 100 times the coverage of Trump slurring jews and Liz Warren. https://t.co/H9nFfI0P5O,True,True,False,No comments.,1,False,4,True,False,13
143,Report: UN staff celebrate death of Jews: Why is America underwriting a quarter of their budget? It's the global arm of the OIC (Organization of Islamic Cooperation) - a universal caliphate. https://t.co/C7x28F7uXG https://t.co/r9eMCyOPC2,True,True,False,No comments.,2,False,4,True,False,13
144,"@PeteNorth303 That's bad news for all of the Jews who use the term! I've seen it appear in the writing of Melanie Phillips, Yoram Hazony and Paul Gottfried, to name a few. Doubtless these people will be pathologised as self-hating Jews for using it (probably by spiteful globalist Gentiles).",True,True,False,Term in question in a blocked account's tweet.,4,False,2,False,False,13
145,"Hitler had come to power on 30 January 1933. It took him almost 6 years to start the pogrom against the Jews. Till it started officially, Jews were believing that there would be no pogrom! https://t.co/ZergWVb4da",True,True,False,No comments.,2,False,4,False,True,13
146,The war against the Jews https://t.co/ug8t7qT9ye via @wordpressdotcom,True,True,False,Defends Jeremy Corbyn,4,False,3,False,False,1
147,"Henry Ford started the idea of a “War on Christmas” in the 1920s to promote the anti-Semitic claim that Jews were trying to destroy Christmas.

This is partially why Hitler considered Henry Ford one of his biggest inspirations. 

Now, the GOP can say the same.",False,True,False,Tweet not active.,3,False,3,False,False,13
148,The left is American Jews? I think the more relevant number on the left are evangelical Christians.,True,True,False,No comments.,1,False,4,False,False,13
149,"No, because you’re positive it’ll never happen to you.\n“First they came for the Jews and I didn’t speak up because I wasn’t a Jew....”",True,True,False,No comments.,2,False,4,False,True,13
150,"Speaking for all Jews, listening to Rep @IlhanMN makes me a lot less nervous than listening to, say, the President's campaign manager.",True,True,False,No comments.,4,False,3,False,False,2
151,"259,000 Jews fled from Morocco, 140,000 from Algeria, 100,000 from Tunisia, 75,000 from Egypt, and another 38,000 from Libya, 135,000 Jews from Iraq, 55,000 from Yemen, 34,000 from Turkey, 20,000 from Lebanon and 18,000 from Syria. Iran forced out 25,000 Jews https://t.co/e5AHaBZJLH",True,True,False,No comments.,1,False,4,True,False,13
152,"Woodrow Wilson also segregated the government, coined the concept of a \living Constitution,\ hated Jews, &amp; founded modern progressivism &amp; the administrative state. https://t.co/OG8u5C4aU0",True,True,False,No comments.,2,False,3,True,False,13
153,"Jews should resist any attempt to outsource Jewish identity and worthiness to gentile arbiters. It's always tempting for minority members to let powerful majority friends fight their internal battles for them, but once you cede that power, it will ultimately come for you. https://t.co/zXNPGUGllw",True,True,False,No comments.,1,False,4,True,False,13
154,"On this day in 1945, Auschwitz was liberated. Today we honor and remember the 6 million Jews and other innocent victims whose lives were taken during the Holocaust. We must continue the fight against all forms of hate and anti-Semitism around the world. #HolocaustRemembranceDay",True,True,False,No comments.,1,False,4,False,True,13
155,"Here's the thing, progressives: if you want to vote Labour, do so. But don't tell Jews that you're doing it *despite* the anti-Semitism thing; that you know that's very shameful, but in the grand scheme of things etc etc. Because all we hear is: Jews don't count.",True,True,False,No comments.,1,False,4,True,False,13
156,"14 August 1942 | A day at the German #Auschwitz camp: 712 Jews deported from #Drancy were gassed at Birkenau, 60 Poles were shot at the execution wall of Block 11 at Auschwitz I &amp; 58 prisoners selected at the camp infirmary were killed with phenol injection into their hearts.",True,True,False,No comments.,1,False,4,False,True,13
157,I am a Muslim. \nISIS kill me in Syria and Iraq.\nJews kill me in Palestine.\nHindus kill me in Kashmir.\nBhuddists kill me in Burma.\nChristians kill me in Afghanistan and Africa.\nAn Australian kill 50 muslims in New Zealand. \nBut still i am the TERRORIST. #NewZealandMosqueAttacks,True,True,False,No comments.,5,False,2,False,False,11
158,@QUEEN_ESTER_ @ErezNeumark @Reinebow23 Wrong! We Jews in the UK cannot ignore Corbyn just like you cannot ignore Jew hate. Do so at your peril!,True,True,False,No comments.,2,False,4,True,False,13
159,"@classiclib3ral Simple Republican grift- ""If you're critical of Israel in any fashion or form, you hate Jews. Full stop.""",True,True,False,No comments.,4,False,3,False,False,2
160,Nearly 2/3 of hate crimes in NYC this year have been antisemitic hate crimes. 2 Jews attacked with pepper spray in Crown Heights”. “Jewish children bullied at Brownsville charter school.” It also shows a clip of a Jewish man violently assaulted in Brooklyn https://t.co/9eg6Q4EOW3,True,True,False,No comments.,1,False,4,True,False,13
161,Dont want to listen to me or the other Jews. Read John Le Carré Joanna Lumley &amp; many more on why they cannot endorse a vote for @jeremycorbyn and his toxic Leadership. Then read @UKLabour AWFUL response. antisemitism-row-public-figures-say-they-cannot-vote-for-party-under-corbyn,True,True,False,No comments.,1,False,4,True,False,13
162,@WhiteHouse But you hate Muslims and don’t respect Jews. And when was the last time you went to church?,True,True,False,No comments.,1,False,4,False,False,13
163,Also Donlad Trump: The very fine people is Charlottesville may have been yelling \Jews will not replace us\ but they were there fighting for a participation trophy. Erected for a General who fought America in the hopes to keep slavery. https://t.co/rlGhTckNyj,True,True,False,No comments.,2,False,4,True,False,13
164,The Jewish people know what it means to be turned away and to be denied protection. As Jews we understand the heart of the refugee. https://t.co/684SU7PqCN #RefugeesWelcome #AsylumSeekersWelcome #NoRefugeeBans,True,True,False,No comments.,1,False,5,False,False,13
